,ID,Title,Overall_Rating,Best_Rating,Worst_Rating,No_of_Ratings,Category,Subcategory,Topic,Instructor,Language,SkillsFuture,No_of_Practice_Test,No_of_Articles,No_of_Coding_Exercises,Video_Duration,No_of_Additional_Resources,Bestseller,Price,Discounted_Price
0,1236468,Complete Hypnotherapy & Hypnosis Certification Diploma,4.7,5,0.5,3524,Lifestyle,Esoteric Practices,Hypnotherapy,Dr Karen E Wells,English,False,0,4,0,3 hours,0,Yes,104.98,"{'amount': 26.0, 'currency': 'SGD', 'price_string': 'S$26', 'currency_symbol': 'S$'}"
0,3544722,Pinterest Marketing for Wedding Professionals 2020,5.0,5,0.5,1,Marketing,Social Media Marketing,Pinterest Marketing,Staci Nichols,English,False,0,0,0,36 mins,2,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3075744,Master the Telephone Sales- Cold calling Secrets,4.5,5,0.5,3,Marketing,Product Marketing,Marketing Strategy,Sanjay Bhasin,English,False,0,0,0,44 mins,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3732596,5 Practical Management concepts you MUST know,5.0,5,0.5,2,Personal Development,Leadership,Management Skills,Vasudev Murthy,English,False,0,0,0,2 hours,0,No,49.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,745438,Fermented Foods Mastery,4.5,5,0.5,187,Health & Fitness,Nutrition,Fermented Foods,Kale Brock,English,False,0,3,0,1.5 hours,12,No,68.98,"{'amount': 24.0, 'currency': 'SGD', 'price_string': 'S$24', 'currency_symbol': 'S$'}"
0,2821697,Your Guide To Creating Money-Savvy Kids,5.0,5,0.5,2,Finance & Accounting,Other Finance & Accounting,Personal Finance,Jeremy Saker,English,False,0,0,0,1.5 hours,15,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1223634,Wix Master Course: Make A Website with Wix (FULL 4 HOURS),4.4,5,0.5,1309,Development,No-Code Development,Wix,Nickie Rowley,English,False,0,1,0,4.5 hours,3,Yes,40.98,"{'amount': 27.0, 'currency': 'SGD', 'price_string': 'S$27', 'currency_symbol': 'S$'}"
0,1184844,"The Complete App Design Course - UX, UI and Design Thinking",4.4,5,0.5,8421,Design,User Experience Design,Mobile App Design,App Brewery Co.,English,False,0,14,0,3 hours,1,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4025988,Product Marketing Fundamentals,4.5,5,0.5,1,Marketing,Product Marketing,Marketing Strategy,Institute of Product Leadership,English,False,0,0,0,2.5 hours,0,No,49.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4057022,Analog Circuit Crash Course for VLSI Interview and GATE exam,5.0,5,0.5,3,IT & Software,Hardware,VLSI,Learnin28days Academy,English,False,0,0,0,7 hours,0,No,29.98,
0,3351762,How to write your teaching portfolio,5.0,5,0.5,2,Teaching & Academics,Other Teaching & Academics,Professional Portfolio,Dr. Elisabeth Weber,English,False,0,0,0,2 hours,14,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4139336,Procedural Materials In Blender,0,0,0,0,Design,3D & Animation,Blender,Canopy Games,English,False,0,0,0,3.5 hours,6,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4051092,Indicators of attacks by using Wireshark,5.0,5,0.5,1,IT & Software,Network & Security,Cyber Security,Ali N F,English,False,0,0,0,4.5 hours,2,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4055796,Creative Ideas for Logo Animation,4.5,5,0.5,25,Photography & Video,Other Photography & Video,Motion Graphics,Tiger Verse,English,False,0,0,0,33 mins,4,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3535238,Learn to Sing Beginner to Pro! - #1 Complete Singing Course,4.7,5,0.5,75,Music,Vocal,Singing,Emily Reed,English,False,0,5,0,1.5 hours,34,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,729728,Grow Your Network With Live Streams on Meerkat,5.0,5,0.5,1,Marketing,Social Media Marketing,Live Streaming,Benjamin East,English,False,0,1,0,43 mins,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4094878,Find your dream job/ internship using Angel List Talent,4.3,5,0.5,6,Personal Development,Career Development,Job Search,Studism Classes,English,False,0,0,0,34 mins,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2306286,Create Your Own VirtualBox Windows Server Lab from Scratch!,5.0,5,0.5,44,IT & Software,Operating Systems & Servers,VirtualBox,"Alton Hardin | 100,000+ Enrollments Worldwide",English,False,0,4,0,2.5 hours,2,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3447284,Managing International Teams: your Keys to Success,5.0,5,0.5,3,Business,Human Resources,Virtual Teams,Nathalie Delplanque,English,False,0,0,0,1 hour,2,No,68.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2565858,Introduction to Mind Mapping,5.0,5,0.5,1,Personal Development,Memory & Study Skills,Mind Mapping,Jayne Cormie,English,False,0,3,0,3 hours,50,No,59.98,
0,1111630,Learn piano or keyboard from scratch - Complete piano course,4.7,5,0.5,2814,Music,Instruments,Piano,Martin Cohen,English,False,0,36,0,22.5 hours,480,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3685534,Consciously Creating - Healing Your Unconscious Patterns,5.0,5,0.5,4,Personal Development,Personal Transformation,Self-Acceptance,Julia Chi Taylor,English,False,0,0,0,3 hours,10,No,55.98,
0,2636158,Nikon DSLR Photography: Getting Started with Your DSLR,4.5,5,0.5,367,Photography & Video,Photography Tools,DSLR,Phil Ebiner,English,False,0,3,0,2 hours,7,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2707930,The Scrum Bootcamp | Scrum Practices | Scrum Case Studies,4.6,5,0.5,136,Teaching & Academics,Other Teaching & Academics,Scrum,"Elite Instructors, PMP ®, RMP®, ACP®, PRINCE2® Practitioner",English,False,0,2,0,5 hours,8,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3657162,Songwriting Basics for Ballads in 7 Easy Steps,0,0,0,0,Music,Other Music,Songwriting,Franco Bello,English,False,0,0,0,1.5 hours,9,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4083758,Hotel Management - Night Auditing Procedures,3.0,5,0.5,1,Finance & Accounting,Finance,Hotel Management,RAVI Sharma Hospitality Academy,English,False,0,0,0,1.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4078936,Adobe Connect Basic Tools,0,0,0,0,Teaching & Academics,Online Education,Video Conferencing,Penta Teknoloji,English,False,0,0,0,1.5 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,451542,NAVIGATION: Piloting Small Boats,3.5,5,0.5,28,Lifestyle,Travel,Marine Navigation,Larry Prucha,English,False,0,0,0,1.5 hours,10,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1428494,Blue Prism Foundation Course,4.6,5,0.5,3714,IT & Software,Other IT & Software,Blue Prism,Arun Nair,English,False,0,0,0,6 hours,0,Yes,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2365778,Facebook Accelerator For Artists,5.0,5,0.5,2,Design,Graphic Design & Illustration,Facebook Marketing,Melanie Greenwood,English,False,0,0,0,1.5 hours,1,No,88.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1639654,Big Changes Ahead In The US Tax Law-How It Will Affect You?,4.4,5,0.5,6,Finance & Accounting,Taxes,Tax Preparation,"Desarie Anderson, CPA, EA",English,False,0,0,0,1 hour,0,No,68.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4000558,The SEO MCQ practice test,5.0,5,0.5,2,Marketing,Search Engine Optimization,SEO,WebTech Studies,English,False,2,0,0,,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3179612,Your Spiritual Ascension: Embrace it! A practical guide,5.0,5,0.5,1,Personal Development,Happiness,Spirituality,Christina Papadopoulou,English,False,0,1,0,3 hours,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1311826,Building a Strong Internal Audit Department,4.3,5,0.5,30,Finance & Accounting,Accounting & Bookkeeping,Internal Auditing,Illumeo Learning,English,False,0,2,0,2 hours,2,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2612900,"Cost classification, Regression, CVP analysis and Budgeting",5.0,5,0.5,1,Teaching & Academics,Online Education,Management Accounting,Professor Francisco Vigario,English,False,0,0,0,9.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3478500,How to Write Comic Strips,5.0,5,0.5,1,Lifestyle,Other Lifestyle,Comic Book Creation,HowExpert,English,False,0,0,0,1.5 hours,0,No,40.98,
0,4133276,"HTML, CSS and Bootstrap Practice Exams",4.9,5,0.5,6,Development,Web Development,HTML,Ahmed Magdy,English,False,6,0,0,,0,No,55.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1436714,Develop your innovation - Certified Design Thinking Bootcamp,4.2,5,0.5,2422,Design,Design Thinking,,Marcin Stasko,English,False,0,1,0,2.5 hours,4,No,98.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,373896,Photography is Easy (In English) by Vishal Diwan,4.7,5,0.5,406,Photography & Video,Photography,,Vishal Diwan,English,False,0,0,0,5 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,354336,US Income Taxes - Income Tax Preparation Simplified for You,4.5,5,0.5,364,Finance & Accounting,Taxes,Tax Preparation,Majo Jacinto,English,False,0,0,0,2.5 hours,28,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3388542,Puppy workshop: Learn how to exercise your puppy safely.,4.8,5,0.5,4,Lifestyle,Pet Care & Training,Dog Care,Louise Harrison,English,False,0,3,0,30 mins,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,625274,8-Hour Yoga Alignment Course with Lesley Fightmaster,4.5,5,0.5,254,Health & Fitness,Yoga,,Lesley Fightmaster,English,False,0,0,0,8 hours,0,No,78.98,
0,2427522,3ds max for interior designers,0,0,0,0,Design,Interior Design,3ds Max,Aurelian Castravet,English,False,0,0,0,6 hours,12,No,104.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2776760,100 Days of Code - The Complete Python Pro Bootcamp for 2021,4.7,5,0.5,39747,Development,Programming Languages,Python,Dr. Angela Yu,English,False,0,229,1,60 hours,116,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,864282,SQL Server Reporting Services Part 1 (SSRS),4.5,5,0.5,1559,Development,Database Design & Development,SQL Server,Raphael Asghar,English,False,0,0,0,6 hours,1,Yes,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4086996,Thai Massage: Foot Reflexology Certificate Course,4.9,5,0.5,6,Health & Fitness,General Health,Reflexology,Michael Eric Everson,English,False,0,0,0,1.5 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2333400,Speak the Horse Language: Master Your Horsemanship Energy,4.3,5,0.5,158,Lifestyle,Pet Care & Training,Horsemanship,Krystal Kelly,English,False,0,3,0,2 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3890740,"Improve Online Meetings - Zoom, Microsoft Teams, Google Meet",5.0,5,0.5,1,Office Productivity,Other Office Productivity,Video Conferencing,Mike Letterman,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,579266,Introduction to Herbalism,4.4,5,0.5,382,Health & Fitness,Nutrition,Herbalism,"Jennifer Hutchison MSc, CCMH",English,False,0,0,0,1.5 hours,2,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4105232,Oxford Diploma : Frail to fit in 50 lectures!,4.8,5,0.5,4,Health & Fitness,Fitness,Muscle Building,Chris Bankes Sivewright,English,False,0,0,0,8.5 hours,1,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,616660,Copywriting That Works!,4.7,5,0.5,4,Marketing,Content Marketing,Copywriting,Ed Stanfield,English,False,0,0,0,1 hour,5,No,55.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4031402,Aviation Meteorology: Enroute Weather,5.0,5,0.5,7,Business,Industry,Aviation,Anzijs Vilcevskis,English,False,0,0,0,1.5 hours,13,No,104.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3677424,Find Freelance Copywriting Clients Without Job Boards,4.1,5,0.5,17,Marketing,Marketing Fundamentals,Lead Generation,Alan Sharpe,English,False,0,0,0,3.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4181200,How To Be Highly Successful A Carpenter,0,0,0,0,Marketing,Branding,Carpentry,Author Dr. Harris,English,False,0,8,0,1 hour,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4067432,Patetico - Argentine Tango Solo Choreography Course (solo),0,0,0,0,Health & Fitness,Dance,Tango Dance,Anita Flejter & Hernan Brizuela,English,False,0,0,0,16 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4013840,21 Days Guided-Meditation Practice - Mindfulness with PC,0,0,0,0,Health & Fitness,Meditation,,Prashant Chawla,English,False,0,0,0,4.5 hours,0,No,49.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2801192,How to enter the US market?,5.0,5,0.5,3,Business,Communication,Business Communication,Natalia Bucelnikova,English,False,0,3,0,1 hour,1,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,58394,Good Clinical Practice (GCP),4.2,5,0.5,236,Business,Industry,Good Clinical Practice,SONIC Performance Support - E-Learning Experts,English,False,0,0,0,1.5 hours,6,Yes,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3547920,Build a spare room studio for rapid video and audio creation,4.0,5,0.5,92,Marketing,Video & Mobile Marketing,Audio Production,Scott Doel,English,False,0,0,0,34 mins,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1889242,Create and sell ebooks the complete course,5.0,5,0.5,1,Business,Sales,eBook Creation,Nicolas Forgue,English,False,0,0,0,6.5 hours,0,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3634538,Preparing Customer Marketing Campaign Plan,0,0,0,0,Marketing,Product Marketing,Marketing Plan,Jarod Lee,English,False,0,0,0,32 mins,4,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3586512,Adobe Photoshop CC 2020: Fun New Features,0,0,0,0,Photography & Video,Photography,Photoshop,Tom Kai,English,False,0,0,0,1 hour,7,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3969360,The Human Voyage: The Life roadmap for those wanting better.,0,0,0,0,Lifestyle,Travel,Empowerment,Coach Hall,English,False,0,3,0,6.5 hours,104,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1304196,Developing an Effective FCPA Compliance Program,4.6,5,0.5,15,Finance & Accounting,Compliance,Accounting,Illumeo Learning,English,False,0,2,0,1 hour,2,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1057992,The Complete WordPress Aliexpress Dropship course,4.4,5,0.5,2067,Business,E-Commerce,Dropshipping,Tim Sharp,English,False,0,3,0,4.5 hours,5,No,148.98,"{'amount': 24.0, 'currency': 'SGD', 'price_string': 'S$24', 'currency_symbol': 'S$'}"
0,1428694,Apple Mac Basics - The Complete Course for beginners,4.6,5,0.5,461,Office Productivity,Apple,Mac Basics,Colin Marks,English,False,0,1,0,3 hours,0,Yes,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3911352,PTSD 2.0 - Post Traumatic Simply Dissolved,5.0,5,0.5,1,Personal Development,Personal Transformation,Mental Health,Adam Henson,English,False,0,0,0,4 hours,17,No,44.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1196522,How To Build A Brand On Social Media!,4.1,5,0.5,952,Marketing,Social Media Marketing,Business Branding,Everett Bowes,English,False,0,0,0,2 hours,8,No,34.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,3954556,"Ecommerce with WordPress, woo Commerce, Amazon , Alibaba",0,0,0,0,Business,E-Commerce,WordPress for Ecommerce,Ucareer hub,English,False,0,2,0,2 hours,2,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4092290,Master Living Intentionally - For a Fuller Freer Life,5.0,5,0.5,2,Personal Development,Personal Productivity,Mindset,Martha D Karimi,English,False,0,3,0,33 mins,7,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,29434,Personal SEO : Become a Creative Brand Advocate ,5.0,5,0.5,2,Marketing,Social Media Marketing,SEO,Philip Campbell,English,False,0,0,0,4 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2840852,Simplified Approach to DBMS,4.7,5,0.5,118,Development,Database Design & Development,Database Management,Parteek Bhatia,English,False,0,5,0,11.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,915690,Mastering RTOS: Hands on FreeRTOS and STM32Fx with Debugging,4.6,5,0.5,3335,IT & Software,Hardware,RTOS,FastBit Embedded Brain Academy,English,False,0,8,0,14 hours,10,Yes,49.98,"{'amount': 24.0, 'currency': 'SGD', 'price_string': 'S$24', 'currency_symbol': 'S$'}"
0,1424258,High Performance Learning 2.0,4.3,5,0.5,479,Personal Development,Memory & Study Skills,Mindset,Tim Goodenough,English,False,0,20,0,3 hours,3,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3624876,Zoom For Business | How To Grow Your Business With Zoom,3.8,5,0.5,13,Marketing,Video & Mobile Marketing,Webinar,Zoolord Academy,English,False,0,1,0,1 hour,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2767278,"Complete Video Creation, Video Marketing, & YouTube MASTERY",4.4,5,0.5,591,Marketing,Video & Mobile Marketing,Video Marketing,"Ing. Tomas Moravek | SEO, Facebook Ads & Facebook Marketing Expert",English,False,0,0,0,14.5 hours,39,Yes,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3149720,Generators in Python,5.0,5,0.5,1,Development,Programming Languages,Python,life michael,English,False,0,0,3,30 mins,6,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3901292,Forex-Money Management Strategy,0,0,0,0,Business,Other Business,Forex,Hamza Saeed,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1914608,College Level Advanced Linear Algebra! Theory & Programming!,4.5,5,0.5,344,Teaching & Academics,Math,Linear Algebra,"Ahmed Fathy, MSc",English,False,0,15,0,35 hours,2,No,138.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4091052,Product Development and Management Processes,3.0,5,0.5,1,Business,Operations,Product Development,Profadev Technologies,English,False,0,0,0,38 mins,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3983300,Best Practices for Interpreters,4.0,5,0.5,1,Business,Other Business,Translation Business,Svetlana O'Farrell,English,False,2,0,0,1.5 hours,0,No,29.98,
0,2677276,Wordpress Engagement Optimization:,0,0,0,0,Marketing,Growth Hacking,WordPress,Carlos Figueira,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3717318,Ignite Your Podcast Power,4.6,5,0.5,4,Business,Media,Podcasting,Emmett Ferguson,English,False,0,13,0,4.5 hours,9,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2187336,Clear Mind Open Heart Meditation Part 1,0,0,0,0,Health & Fitness,Meditation,,"Brian Sheen, Ph.D",English,False,0,0,0,1 hour,0,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1449746,Business Development & B2B Sales for Startups- Sales Valley,4.5,5,0.5,4835,Business,Sales,Business Development,Patrick Dang,English,True,0,0,0,6.5 hours,14,Yes,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3502232,OBS Studio Master Course: The Complete Guide to Streaming,4.9,5,0.5,16,Lifestyle,Gaming,Open Broadcaster,Kelvin Sousa,English,False,0,4,0,5 hours,0,Yes,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3905882,All About Photography Exposure,4.9,5,0.5,8,Photography & Video,Digital Photography,Photography,Beyond Photography,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3781456,LIMITING & DITHERING (with Slate Digital FG-X),0,0,0,0,Music,Music Software,Music Production,MUSICAL NOTES,English,False,0,0,0,1.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,691786,The Origin Of Creation - The Big Bang Theory,5.0,5,0.5,1,Personal Development,Religion & Spirituality,Earth Science,Michael Mathiesen,English,False,0,0,0,1 hour,0,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,271116,Learn to Play Chess Openings Like a Master,4.7,5,0.5,209,Lifestyle,Gaming,Chess,Greg Vanderford,English,False,0,0,0,4 hours,1,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3721660,WorkflowMax cloud project management software course,5.0,5,0.5,1,Finance & Accounting,Accounting & Bookkeeping,Project Management,Maria S.,English,False,0,1,0,2 hours,2,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,328292,Learning Windows PowerShell,4.5,5,0.5,5803,IT & Software,Operating Systems & Servers,PowerShell,Infinite Skills,English,True,0,1,0,5 hours,1,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4091128,Psychic Development - Advanced,0,0,0,0,Lifestyle,Esoteric Practices,Psychic,Riki Davies,English,False,0,0,0,3.5 hours,5,No,188.98,
0,916436,The Philosophy of FileMaker - Part 3,4.8,5,0.5,69,Development,Database Design & Development,FileMaker,John Mark Osborne,English,False,0,0,0,9 hours,7,No,68.98,
0,1097950,"Learn Guitar Repair - Module 1, Maintaining Your Guitar",4.5,5,0.5,336,Music,Other Music,Luthiery,Kevin Webb,English,False,0,26,0,1.5 hours,17,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2692346,Jiu Jitsu Triangle Choke,5.0,5,0.5,11,Health & Fitness,Sports,Martial Arts,Gavin Hain,English,False,0,0,0,2 hours,0,No,49.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4123640,Dealing with Bullies and Harassers,3.6,5,0.5,6,Personal Development,Stress Management,Bullying,Vasco Patrício,English,False,0,0,0,1.5 hours,30,No,78.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1149896,Newly Updated for 2020/21 - Comprehensive Guide to LinkedIn,4.5,5,0.5,595,Personal Development,Personal Brand Building,LinkedIn,Alastair Banks,English,False,0,0,0,1.5 hours,0,No,104.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1778756,Autopilot Bitcoin Systems,4.7,5,0.5,19,Finance & Accounting,Cryptocurrency & Blockchain,Bitcoin Trading,Benjamin Santos,English,False,0,0,0,3 hours,9,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3939410,"Alteryx Masterclass for Data Analytics, ETL and Reporting",4.5,5,0.5,188,Office Productivity,Other Office Productivity,Alteryx,Start-Tech Academy,English,False,0,2,0,6 hours,0,Yes,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3772980,Learn Live Looping On The RC-3 Loop Station.,4.0,5,0.5,1,Music,Other Music,Live Looping,Brad Cunningham,English,False,0,0,0,1.5 hours,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
