,ID,Title,Overall_Rating,Best_Rating,Worst_Rating,No_of_Ratings,Category,Subcategory,Topic,Instructor,Language,SkillsFuture,No_of_Practice_Test,No_of_Articles,No_of_Coding_Exercises,Video_Duration,No_of_Additional_Resources,Bestseller,Price,Discounted_Price
0,2070459,The Real Estate Development Modeling Master Class,4.7,5,0.5,974,Business,Real Estate,Real Estate Investing,Justin Kivel,English,True,0,3,0,10 hours,8,No,178.98,"{'amount': 32.0, 'currency': 'SGD', 'price_string': 'S$32', 'currency_symbol': 'S$'}"
0,807904,Deep Learning: Convolutional Neural Networks in Python,4.6,5,0.5,3648,Development,Data Science,Deep Learning,Lazy Programmer Inc.,English,False,0,1,0,12 hours,0,Yes,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3821860,Salesforce Lightning Training for New Users,4.3,5,0.5,10,Office Productivity,Other Office Productivity,Salesforce Lightning,Yashad Tayal,English,False,0,0,0,2.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,612904,Business English: Easy English for Meetings,4.5,5,0.5,3582,Teaching & Academics,Language Learning,Business English,Jacqueline Seidel,English,False,0,0,0,2 hours,8,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2366556,Baseball Hitting Drills,5.0,5,0.5,2,Health & Fitness,Sports,Baseball,Sport Videos,English,False,0,0,0,34 mins,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4137346,Schneider PLC Tutorial For Beginners With Ladder and SFC,4.7,5,0.5,10,IT & Software,Hardware,PLC,Ajaya Rosh,English,False,0,0,0,5.5 hours,2,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3283838,"Avid Media Composer A,B,C's",4.2,5,0.5,7,Business,Media,Video Editing,Holmes Awa,English,False,0,0,0,3 hours,10,No,88.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3264896,UK University and Medical School Admissions,5.0,5,0.5,1,Teaching & Academics,Other Teaching & Academics,College Admissions,eGuru LLC,English,False,0,4,0,1 hour,4,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1333400,Intro to Branding,4.5,5,0.5,557,Marketing,Branding,Business Branding,Everett Bowes,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,303084,Media Training: Looking Good on TV- Preparing for the Camera,4.3,5,0.5,60,Personal Development,Personal Brand Building,Media Training,TJ Walker,English,False,0,4,0,1 hour,3,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1315290,COSO 2013 Control Environment Compliance,4.2,5,0.5,18,Finance & Accounting,Compliance,COSO,Illumeo Learning,English,False,0,5,0,2 hours,5,No,44.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4150804,Siam Mask Object Tracking and Segmentation in OpenCV Python,0,0,0,0,Development,Data Science,OpenCV,Augmented Startups,English,False,0,1,0,1 hour,3,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2202576,How To Rap For Beginners,4.4,5,0.5,83,Music,Vocal,Rapping,Edison Edwords,English,False,0,1,0,2.5 hours,10,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1745726,How To Easily Start A Blog Today [FREE Guide Included],4.6,5,0.5,168,Lifestyle,Travel,Digital Nomad,Michael Rush,English,False,0,1,0,42 mins,2,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3312972,Google Docs - Advanced,4.2,5,0.5,2,Office Productivity,Google,Google Docs,Intellezy Trainers,English,False,0,0,0,2 hours,0,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1741374,Confidence on Camera: Master Your Video Presentation Skills,4.4,5,0.5,188,Personal Development,Other Personal Development,Presentation Skills,Peter Baker,English,False,0,0,0,2.5 hours,0,No,138.98,"{'amount': 24.0, 'currency': 'SGD', 'price_string': 'S$24', 'currency_symbol': 'S$'}"
0,69472,Basics of Medical Terminology,4.4,5,0.5,238,Business,Industry,Medical Terminology,"Lupe Jurado, CPC CPMA CPC-I",English,False,0,0,0,3.5 hours,37,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,21364,30 Day Yoga Challenge & Detox Diet Transformation System,4.1,5,0.5,290,Health & Fitness,Yoga,,Dashama Konah,English,False,0,33,0,10 hours,12,No,108.98,
0,4066954,Data Visualization with Python Masterclass | Python A-Z,4.4,5,0.5,9,Development,Data Science,Data Visualization,Oak Academy,English,False,0,0,0,10.5 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4054440,Carousel UI from Scratch with Flutter,4.2,5,0.5,14,Development,Mobile Development,Google Flutter,Harsh Kumar Khatri,English,False,0,0,0,31 mins,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4081344,Succeed in P3O® Foundation exam on first attempt (EN),5.0,5,0.5,2,Teaching & Academics,Test Prep,P3O Project Office Certification,Wilfried FOALEM,English,False,4,0,0,,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3401384,Montessori Teachers' Sensorial Exam for Learners & Teachers,5.0,5,0.5,1,Teaching & Academics,Teacher Training,Montessori,Farhat Tazeen,English,False,2,0,0,,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1022012,Web Service Testing using RestAssured & Apache HttpClient,4.8,5,0.5,294,Development,Software Testing,REST Assured,Rahul Singh Rathore,English,False,0,0,0,15 hours,16,No,44.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1098888,Ultimate Electric Circuits Bundle for Electrical Engineering,4.0,5,0.5,331,Teaching & Academics,Engineering,Electrical Circuits,Ahmed Mahdy / Khadija Academy,English,False,0,3,0,10.5 hours,0,No,34.98,"{'amount': 24.0, 'currency': 'SGD', 'price_string': 'S$24', 'currency_symbol': 'S$'}"
0,796322,iMovie - Video editing for beginners on Mac OS.,4.7,5,0.5,746,Office Productivity,Apple,iMovie,Colin Marks,English,False,0,1,0,3 hours,3,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3894678,DP-900 practice test,5.0,5,0.5,2,IT & Software,Operating Systems & Servers,Microsoft Certification,Prep Tests,English,False,3,0,0,,0,No,29.98,
0,2452874,How to Advance Your Career Quickly,5.0,5,0.5,1,Business,Communication,Career Coaching,Larry Sharpe,English,False,0,0,0,1.5 hours,0,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3229757,"Getting Design Right, Part 3 of 6",0,0,0,0,Design,Design Thinking,,Merit Career Development,English,False,0,32,0,1 hour,9,No,68.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3585734,UI-UX Adobe XD Masterclass: App designing guide to earning,3.9,5,0.5,225,Design,User Experience Design,Adobe XD,Utsav Soi,English,False,0,0,0,32 mins,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1292424,Bodyweight Workout - Learn from Calisthenics World Champion,4.7,5,0.5,461,Health & Fitness,Fitness,Muscle Building,Vadym Cavalera,English,False,0,4,0,2.5 hours,4,No,59.98,
0,775346,SharePoint 2013 Complete Training,4.4,5,0.5,6571,Office Productivity,Microsoft,SharePoint,Kyle Pew,English,True,0,2,0,5 hours,1,Yes,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2149580,Quick Start to Capture One Pro,4.6,5,0.5,89,Photography & Video,Photography Tools,Image Editing,Dan LeFebvre,English,False,0,0,0,3 hours,23,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,168384,Cycle Track: Tune in to Your Menstrual Cycle,5.0,5,0.5,1,Health & Fitness,General Health,Menstruation,Cindy Flegel,English,False,0,3,0,30 mins,5,No,49.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,946742,Beginning Project Management: Project Management Level One,4.4,5,0.5,20147,Business,Project Management,,Joseph Phillips,English,False,0,6,0,3.5 hours,9,No,88.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1426518,DIY Holiday Cards in Photoshop,5.0,5,0.5,1,Design,Design Tools,Photoshop,Khara Plicanic,English,False,0,0,0,1 hour,1,No,44.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3774476,Islamic Banking and Ijarah (Lease) Finance,5.0,5,0.5,1,Finance & Accounting,Finance,Banking,Compliance Security and Risk Management,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2586438,Card Magic - The Complete Course for Beginners,4.9,5,0.5,300,Personal Development,Creativity,Magic Trick,Max Durdant-Hollamby,English,False,0,0,0,4 hours,0,Yes,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4156692,Dancing with your fears,0,0,0,0,Personal Development,Happiness,Fear,Dr. Shirli Regev,English,False,0,13,0,35 mins,1,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3869490,Preparation course for GCSE Physics Part 1,5.0,5,0.5,3,Teaching & Academics,Science,Physics,Gianluca Pretta,English,False,0,0,0,5 hours,59,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3463582,Easy Transfer Pricing  Course for Indian Students,4.3,5,0.5,21,Finance & Accounting,Taxes,Economics,CA. Pradip Kumar Ghosh,English,False,0,4,0,1.5 hours,8,No,88.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3909632,Quantum Computing with Qiskit Ultimate Masterclass,4.3,5,0.5,52,Development,Software Engineering,Quantum Computing,Srinjoy Ganguly,English,False,2,36,0,12 hours,72,No,40.98,
0,321410,Beginner to Pro in Excel: Financial Modeling and Valuation,4.6,5,0.5,35302,Finance & Accounting,Financial Modeling & Analysis,Financial Modeling,365 Careers,English,True,0,9,0,13 hours,595,Yes,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,848412,Publish Your Video Content with Amazon Video Direct,4.3,5,0.5,165,Business,Media,Amazon Video Direct,Phil Ebiner,English,False,0,7,0,1.5 hours,1,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3908454,Analytic Consumer Behavior,5.0,5,0.5,2,Marketing,Marketing Fundamentals,Consumer Research,Eric Yeboah,English,False,0,0,0,1 hour,0,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,566910,How to Launch Your Own Website Builder Service,3.7,5,0.5,111,Development,No-Code Development,,Adrian Gonzales,English,False,0,0,0,1.5 hours,3,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4078608,Situational Judgment Practice test for SHRM CP & SCP,0,0,0,0,Business,Human Resources,SHRM Senior Certified Professional (SHRM-SCP),Sreelekha S Kumar,English,False,2,0,0,,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1141368,"Mindfulness Practitioner Diploma (Level I, II, III & Master)",4.6,5,0.5,11103,Personal Development,Religion & Spirituality,Mindfulness,Kain Ramsay,English,False,0,35,0,25 hours,199,Yes,158.98,"{'amount': 30.0, 'currency': 'SGD', 'price_string': 'S$30', 'currency_symbol': 'S$'}"
0,4176872,Certified Indian Classical Dance based Exercise & Sattriya,0,0,0,0,Health & Fitness,Fitness,Indian Dance,Sarita Wariyer,English,False,0,1,0,1.5 hours,6,No,44.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4054546,Learn to Appreciate Music on a Deeper Level - Just Listen!,0,0,0,0,Music,Music Fundamentals,Music Appreciation,Rena Ng,English,False,0,0,0,5 hours,3,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4082344,Learn CSS3 In-Depth - Beginner to Advance,0,0,0,0,Development,Web Development,CSS,Suraj Shinde,English,False,0,0,0,4.5 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2106106,Learn Jewelry Designing from Scratch,4.2,5,0.5,136,Design,Fashion Design,Jewelry Design,GreenPeaz Academy of Gems & Jewelry (GPAGJ),English,False,0,0,0,2 hours,34,No,59.98,"{'amount': 26.0, 'currency': 'SGD', 'price_string': 'S$26', 'currency_symbol': 'S$'}"
0,2614100,Fashion Marketing Strategy: How To Promote & Sell Your Brand,4.4,5,0.5,129,Design,Fashion Design,Brand Management,Nino Via,English,False,0,0,0,1 hour,0,Yes,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3303704,4s strategy for stress first aid,0,0,0,0,Personal Development,Stress Management,,Maha Hamdeen,English,False,0,0,0,6 hours,6,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3940770,MySql : mysql Database Administrator & Developer certificat,4.4,5,0.5,5,Development,Database Design & Development,MySQL,Nadia NaNa,English,False,4,0,0,,0,No,68.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,172244,Sports Massage,4.4,5,0.5,222,Health & Fitness,Other Health & Fitness,Sports Massage,Jordi Casalta Serrano,English,False,0,0,0,2 hours,0,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3110926,Best Vedic Maths & Mental Maths through Animated Videos-2021,4.5,5,0.5,259,Teaching & Academics,Math,Vedic Math,Devaki subbalakshmi,English,False,0,0,0,5 hours,11,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3389506,"""NEBOSH - IGC"", Health Safety Foundation, Practice Test only",0,0,0,0,Health & Fitness,Safety & First Aid,NEBOSH,Dr Faizuddin Syed,English,False,2,0,0,,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2747970,Becoming a Better Singer: with Easy Steps to Follow,5.0,5,0.5,1,Music,Vocal,Singing,Chip Days,English,False,0,0,0,32 mins,12,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4193616,Net Promoter Score (NPS) - It's Not About Just One Score,0,0,0,0,Business,Business Strategy,,Glen Brynteson,English,False,0,0,0,38 mins,3,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,288324,Outstanding Composition: How to blow away your audience,4.3,5,0.5,1315,Photography & Video,Photography,Photography Composition,Thomas Leuthard,English,False,0,0,0,5 hours,0,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3594746,CPG CAMP: Brand Analytics,0,0,0,0,Marketing,Branding,Marketing Analytics,Brian Dolan,English,False,0,0,0,40 mins,13,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1644398,How To Land a Job In Private Equity Real Estate,4.8,5,0.5,374,Business,Real Estate,Real Estate Investing,Justin Kivel,English,False,0,3,0,3.5 hours,18,No,138.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,3348650,BASIC ECONOMICS full concepts and analysis with numericals,5.0,5,0.5,3,Finance & Accounting,Economics,,Sourav Das,English,False,0,0,0,1.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3287906,Digital Strategy,4.9,5,0.5,4,Business,Business Strategy,Digital Strategy,Amit Prabhu,English,False,0,0,0,44 mins,14,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1981842,Stress & Anxiety Management: Psychology - ACCREDITED CERT,4.4,5,0.5,790,Teaching & Academics,Social Science,Stress Management,"Elmira Strange, MPhil, Dip",English,False,0,1,0,3.5 hours,7,Yes,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,444228,GA4 Mastery 2021 + Pass Google Analytics Certification Exam,4.2,5,0.5,225,Marketing,Marketing Analytics & Automation,Google Analytics,COURSE ENVY,English,False,0,38,0,1.5 hours,16,No,138.98,"{'amount': 24.0, 'currency': 'SGD', 'price_string': 'S$24', 'currency_symbol': 'S$'}"
0,3565035,Industry Standard Game Design Tests: The Secret Collection,4.5,5,0.5,35,Design,Game Design,,Emilio Padulo,English,False,0,2,0,4 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2815537,The Narc Slayer Academy,5.0,5,0.5,3,Personal Development,Stress Management,Toxic Relationship Coping,Lena Tanya,English,False,0,0,0,4 hours,0,No,218.98,
0,1152970,The First 4 Steps to Becoming a Successful Artist,5.0,5,0.5,1,Music,Other Music,Personal Success,David Frangioni,English,False,0,0,0,32 mins,7,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2466918,Typing Course - How to Touch Type Faster - New Way to Learn,4.3,5,0.5,517,Office Productivity,Other Office Productivity,Typing,Ian Stables,English,False,0,5,0,1.5 hours,4,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,299844,Tai Chi Made Fun and Easy,4.5,5,0.5,380,Health & Fitness,Fitness,Tai Chi,David-Dorian Ross,English,False,0,0,0,11.5 hours,0,No,148.98,"{'amount': 26.0, 'currency': 'SGD', 'price_string': 'S$26', 'currency_symbol': 'S$'}"
0,4119980,13 x 20-Minute Power Yoga | Master Alignment and Peak Poses,0,0,0,0,Health & Fitness,Yoga,Power Yoga,Jennifer Agostini,English,False,0,0,0,4.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4119704,Common Behavior Topics in Senior Dogs and Cats,4.7,5,0.5,2,Health & Fitness,Other Health & Fitness,Pet Care,Dr. Orion,English,False,0,0,0,1.5 hours,0,No,55.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3229647,Mathematics for Economics - Functions and Derivatives,4.8,5,0.5,8,Teaching & Academics,Social Science,Math,Sagar Raut,English,False,0,0,0,4 hours,14,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2528844,"Fresher 2 EXPERT SAP Consultant, Hottest courses, Jobs & PAY",4.6,5,0.5,4,Office Productivity,SAP,,EDUMU Training,English,False,0,0,0,3 hours,0,No,44.98,
0,3492642,Product Research for Shopify,5.0,5,0.5,2,Business,E-Commerce,Market Research,Omar Khan,English,False,0,0,0,1 hour,0,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,964680,Investing In Stocks  The Complete Course! (13 Hour),4.5,5,0.5,28126,Finance & Accounting,Investing & Trading,Stock Trading,"Steve Ballinger, MBA",English,True,0,1,0,13.5 hours,2,Yes,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3972372,Learn Classroom Magic Mantras,0,0,0,0,Teaching & Academics,Teacher Training,Classroom Management,Dr. Dheeraj Mehrotra,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3968380,AZ-304 Microsoft Azure Architect Design Certification 2021,0,0,0,0,IT & Software,IT Certifications,Microsoft Certification,"Nikhil Chauhan | Azure Certified Cloud Practitioner, Marketo Certified",English,False,6,0,0,,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1428208,Selenium WebDriver MasterClass (Basic + Advance + Architect),4.5,5,0.5,2392,Development,Software Testing,Selenium WebDriver,LevelUp360° DevOps,English,False,2,32,0,48 hours,160,No,138.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,3849718,Food Photography: Learn the basics of Food Composition,4.5,5,0.5,5,Photography & Video,Photography,Food Photography,Jacqui Nightscales,English,False,0,0,0,37 mins,1,No,29.98,
0,2318404,The Complete Drawing & Painting Illustration Course,4.5,5,0.5,1323,Design,Graphic Design & Illustration,Illustration,Jaysen Batchelor,English,False,0,11,0,12 hours,12,No,158.98,"{'amount': 29.0, 'currency': 'SGD', 'price_string': 'S$29', 'currency_symbol': 'S$'}"
0,4087956,Business Law MCQs Practice Test - Part 2,0,0,0,0,Business,Business Law,,Compliance Security and Risk Management,English,False,2,0,0,,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2688000,Autodesk AutoCAD Electrical for Electrical Designers,4.1,5,0.5,499,Design,Other Design,AutoCAD Electrical,CADCIM Technologies,English,False,0,0,0,8.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3365814,Teach English Online Independently,5.0,5,0.5,7,Teaching & Academics,Teacher Training,Teaching Online,Fiona Loves English,English,False,0,0,0,1.5 hours,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3967528,How to Blog - The Creators Guide to Content Marketing,0,0,0,0,Marketing,Content Marketing,,David Utke,English,False,0,0,0,1.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1111068,SAP S/4HANA Training - in Plain English,4.5,5,0.5,5046,IT & Software,Other IT & Software,SAP HANA,Siva Prasad,English,True,0,3,0,7 hours,0,Yes,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2813427,"DevOps For Beginners - Docker, Kubernetes and Azure DevOps",4.6,5,0.5,3662,IT & Software,Other IT & Software,DevOps,in28Minutes Official,English,False,0,14,0,21 hours,0,Yes,148.98,"{'amount': 26.0, 'currency': 'SGD', 'price_string': 'S$26', 'currency_symbol': 'S$'}"
0,3740798,Fusion 360 to Unreal Engine - pipeline,4.4,5,0.5,15,Design,Game Design,Unreal Engine,Kaj Art,English,False,0,0,0,5.5 hours,1,No,44.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3795324,Ear Training  Made Easy,4.8,5,0.5,2,Music,Music Fundamentals,Ear Training,Janos Klotz,English,False,0,0,0,3 hours,6,No,68.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1691528,Game Writing: Storytelling through Video Game Design,4.4,5,0.5,618,Design,Game Design,,Jenny Hide,English,False,0,11,0,2 hours,44,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2038920,Voice Training – 30-Days to a More Confident Powerful Voice.,4.5,5,0.5,3435,Personal Development,Influence,Voice Training,Peter Baker,English,False,0,3,0,5 hours,5,Yes,198.98,"{'amount': 34.0, 'currency': 'SGD', 'price_string': 'S$34', 'currency_symbol': 'S$'}"
0,529476,Life of a Pilot's Wife During World War 2,4.8,5,0.5,7,Teaching & Academics,Social Science,Relationship Building,Vickie Maris,English,False,0,2,0,2.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3305438,UI / UX Designer - All you need to lean the profession,4.6,5,0.5,17,Design,User Experience Design,Product Design,Roman Leinwather,English,False,0,0,0,11 hours,30,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2093568,Adobe Photoshop Elements 2018 & 2019 Mastery Course,4.8,5,0.5,82,Photography & Video,Photography Tools,Photoshop,Simon Sez IT,English,False,0,4,0,30.5 hours,4,No,49.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1211916,[2021] The Essentials of Feedback & Performance Management,4.3,5,0.5,1415,Business,Human Resources,Interpersonal Feedback,Davis Jones,English,False,0,4,0,2.5 hours,0,No,128.98,"{'amount': 24.0, 'currency': 'SGD', 'price_string': 'S$24', 'currency_symbol': 'S$'}"
0,1065056,Design Thinking in 3 Steps,4.4,5,0.5,35561,Design,User Experience Design,Design Thinking,Designit Strategic Design,English,False,0,15,0,1.5 hours,3,No,198.98,
0,3694532,The Organized Life: Tips On Organization Of Home And Work,0,0,0,0,Lifestyle,Home Improvement,Organization,Wes Lee,English,False,0,0,0,1 hour,16,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1693952,"Digital Music Distribution - Spotify, Apple Music, Streaming",4.4,5,0.5,83,Music,Other Music,Music Business,Tomas George,English,False,0,2,0,1.5 hours,0,No,68.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3104562,Indian classical dance - Bharatanatyam Part 1,5.0,5,0.5,3,Health & Fitness,Dance,Indian Dance,Parvathy Mallikarjunan,English,False,1,0,0,1 hour,0,No,49.98,
0,1054452,Develop Daily Self-Discipline,4.6,5,0.5,1734,Personal Development,Personal Transformation,Self-Discipline,Martin Meadows,English,False,0,1,0,2 hours,0,No,44.98,"{'amount': 26.0, 'currency': 'SGD', 'price_string': 'S$26', 'currency_symbol': 'S$'}"
0,1208634,Microsoft Power BI - A Complete Introduction [2021 EDITION],4.5,5,0.5,48610,Business,Business Analytics & Intelligence,Microsoft Power BI,Manuel Lorenz,English,True,0,23,0,20 hours,116,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
